run; test_dataset; aAcc; mIoU; mAcc
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 51,7900; 22,8500; 33,9000
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 49,2100; 21,7100; 33,2600
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 95,4900; 72,3700; 83,6200
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 84,9400; 44,6600; 65,4500
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 81,5800; 48,5400; 60,5500
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 89,4800; 64,3600; 79,2600
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 58,9600; 24,2800; 39,9500
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 55,2200; 23,0300; 38,1600
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 95,7100; 74,3500; 84,9000
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 88,2800; 46,1900; 65,0700
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 84,0300; 50,2900; 62,9500
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 90,2900; 65,8000; 79,7800
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 47,5200; 20,0200; 31,3400
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 46,3800; 18,4500; 27,9700
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 94,5700; 68,0500; 79,4600
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 85,4400; 40,0100; 53,6900
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 84,8800; 44,5100; 54,7100
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 84,5000; 46,3100; 60,7500
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 60,0000; 24,0900; 39,3700
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 56,3100; 22,8800; 37,5100
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 95,7400; 75,0600; 85,4800
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 85,8600; 44,1700; 60,0400
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 81,5200; 43,3200; 55,4700
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 89,3500; 60,4600; 73,8100
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 54,5400; 19,7100; 34,6200
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 51,5500; 17,6600; 31,0500
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 95,1600; 70,3200; 81,5400
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 87,3500; 44,0800; 59,1000
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 84,3100; 44,2700; 53,5200
train_mask2former_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 89,6600; 61,9200; 74,6200
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 62,7700; 28,7900; 45,6900
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 57,8300; 26,8100; 43,2300
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 95,7800; 75,5800; 85,9200
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 89,8200; 48,9500; 66,0400
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 85,8200; 47,5900; 62,0100
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 92,4100; 62,3300; 75,5500
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 56,7400; 22,0500; 33,8000
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 58,8700; 21,7500; 35,8700
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 94,4800; 66,3400; 78,1500
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 86,1000; 41,3800; 55,4300
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 83,9000; 44,5000; 53,9400
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 86,2400; 55,4400; 68,1500
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 53,5500; 23,1000; 35,5700
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 50,5800; 21,5900; 33,8600
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 95,3700; 72,3500; 82,8400
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 89,2500; 49,2700; 64,4000
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 84,7600; 50,4600; 61,4600
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 91,5600; 60,1200; 71,6300
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_night; 53,9600; 22,0800; 37,1200
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; dark_zurich; 53,6500; 21,4300; 34,7100
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; cityscapes; 92,9600; 63,0400; 76,2100
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 84,8800; 36,8700; 46,1000
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 81,0700; 39,2300; 48,1200
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 85,7400; 45,1000; 58,3000
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 60,3200; 25,5200; 39,7600
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 56,0700; 23,4900; 37,3600
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 95,6000; 74,1800; 85,3900
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 85,1400; 42,3300; 58,5500
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 82,7500; 47,9000; 61,2400
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 87,6400; 63,0800; 77,5300
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 50,1700; 21,1500; 31,0000
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 48,4800; 20,2100; 31,1100
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 95,3100; 72,8000; 84,0000
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 83,4800; 41,8100; 57,8700
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 81,3200; 41,9100; 52,4700
train_mask2former_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 85,4300; 56,5900; 69,6300
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_night; 49,8000; 20,7700; 31,2900
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; dark_zurich; 47,5600; 19,0000; 30,1800
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; cityscapes; 92,8500; 61,8400; 75,3400
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 85,8400; 37,9400; 47,5300
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 82,6800; 40,7600; 49,2700
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 86,1100; 43,8100; 56,6900
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 59,6200; 24,9000; 39,9400
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 56,1300; 23,6800; 37,6300
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 95,6800; 73,6200; 84,9900
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 86,4300; 46,2200; 66,0600
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 81,2200; 43,5000; 58,7600
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 89,3600; 58,6300; 76,7500
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 53,5300; 22,5500; 33,1100
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 50,8300; 22,2700; 33,3800
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 95,2500; 71,7400; 82,8600
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 86,3700; 42,9900; 58,0000
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 83,6600; 43,8100; 53,0900
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 86,9400; 55,0300; 69,5800
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 49,2000; 22,8200; 34,7600
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 49,2200; 21,8300; 34,4900
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 94,3400; 65,6600; 77,8800
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 86,7700; 43,2300; 56,9800
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 82,9700; 42,4500; 52,4400
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 87,6100; 58,4800; 71,4400
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 53,4800; 22,6400; 38,2200
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 50,9200; 21,7500; 36,2700
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 95,4900; 72,3000; 83,8100
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 87,3100; 45,7600; 62,3400
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 82,7100; 49,1100; 61,2500
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 88,0900; 57,3000; 71,8400
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 60,3000; 29,0600; 43,6300
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 57,0000; 26,0500; 39,6500
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 95,6500; 74,8200; 85,6500
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 88,8600; 47,6800; 63,6500
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 84,2400; 52,0100; 61,5400
train_mask2former_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 90,1900; 67,3700; 78,8600
