run; test_dataset; aAcc; mIoU; mAcc
train_deeplabv3plus_co_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 88,5900; 48,0400; 56,5600
train_deeplabv3plus_co_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 57,1000; 22,0800; 33,6400
train_deeplabv3plus_co_seed_7_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 53,3000; 20,1500; 33,6900
train_deeplabv3plus_co_seed_7_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 94,3300; 64,6800; 74,6300
train_deeplabv3plus_co_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 85,7500; 38,3400; 49,6800
train_deeplabv3plus_co_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 79,7400; 33,5900; 45,1400
train_deeplabv3plus_co_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 87,4300; 49,3700; 59,0200
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 55,9100; 20,0500; 31,6600
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 52,7300; 19,3900; 33,8400
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 93,2300; 58,0500; 68,5200
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 86,0200; 35,4200; 43,2800
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 78,0500; 29,5100; 38,5300
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 86,6300; 43,2900; 51,2500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 56,1900; 18,8100; 30,0300
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 52,7200; 17,9000; 30,5300
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 94,4300; 60,0600; 70,3600
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 87,2900; 39,2500; 51,4700
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 77,1100; 30,7900; 42,7000
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 85,5400; 46,2000; 57,7200
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 57,7800; 18,4100; 32,4500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 54,2500; 18,2600; 31,9300
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 94,5200; 61,9800; 71,0700
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 80,5000; 34,3600; 47,4200
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 71,1900; 29,3700; 41,1900
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 77,8200; 43,2100; 55,3500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 47,6600; 16,0100; 28,5800
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 42,2600; 14,6600; 28,7500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 94,8000; 63,6500; 72,9500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 82,8800; 37,1600; 49,9000
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 75,7000; 31,8900; 44,5500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 83,6000; 47,1100; 58,7900
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_night; 49,9300; 15,7900; 25,5300
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; dark_zurich; 46,4300; 14,8000; 25,5100
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; cityscapes; 91,4100; 54,7900; 64,0700
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 81,5700; 30,0900; 37,0200
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 73,2000; 25,9700; 32,8100
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 79,2500; 32,6400; 39,3800
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 50,8100; 18,3000; 30,2600
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 47,4000; 18,0600; 30,9800
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 94,2900; 61,9900; 71,9500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 84,5300; 36,7100; 47,8600
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 79,5800; 32,7800; 43,3300
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 83,8100; 44,0300; 55,9700
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 54,0900; 19,3400; 30,6300
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 50,7200; 18,0900; 30,5000
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 93,8000; 63,5500; 74,0000
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 86,0200; 36,6600; 44,8100
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 79,5200; 32,0000; 40,8900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 84,9600; 42,1300; 51,7300
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 55,2400; 19,3300; 30,7700
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 51,8900; 17,6300; 31,6200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 93,5000; 62,0900; 72,5900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 84,9100; 35,9100; 45,3000
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 78,9900; 28,5300; 38,7700
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 85,9600; 43,3200; 53,8700
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 50,8300; 18,3300; 32,1100
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 46,9700; 17,7200; 31,8700
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 94,9000; 66,9300; 77,4500
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 88,1700; 41,4100; 55,8100
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 81,8300; 36,2900; 46,8300
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 89,8300; 50,1000; 59,8300
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 56,6900; 19,7200; 32,6600
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 53,0400; 18,9300; 32,7500
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 95,1300; 69,5000; 78,7200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 84,8000; 39,6500; 52,2900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 77,9000; 34,4000; 45,5200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 84,7800; 50,3800; 61,8600
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_night; 49,8000; 16,6700; 26,6600
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; dark_zurich; 46,4000; 16,4500; 28,0900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; cityscapes; 91,3500; 54,7700; 65,6900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 80,4900; 28,7000; 35,4300
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 71,5800; 23,3800; 30,0700
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 79,2600; 33,4200; 40,6500
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 57,9800; 20,5700; 33,7100
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 55,3400; 19,2700; 33,9300
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 94,8600; 66,0500; 75,5100
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 86,8400; 39,2500; 49,3300
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 80,8300; 32,7500; 43,5000
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 87,2200; 47,3200; 58,2700
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_night; 54,8100; 18,7300; 32,7900
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; dark_zurich; 51,0700; 18,7900; 35,1000
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; cityscapes; 94,9200; 66,1200; 77,0200
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_rain; 85,7300; 39,3100; 53,2500
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_snow; 78,7800; 32,9300; 46,1700
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,4; acdc_fog; 86,7400; 49,7400; 62,4600
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_night; 56,7800; 20,1900; 33,4700
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; dark_zurich; 53,0200; 18,5300; 34,3300
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; cityscapes; 94,6600; 66,6600; 77,7800
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_rain; 87,1500; 41,7800; 54,0900
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_snow; 82,3300; 37,4300; 48,3600
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,6; acdc_fog; 87,5400; 52,7700; 63,3400
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_night; 53,6900; 18,5200; 29,8700
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; dark_zurich; 49,9700; 18,1100; 31,0700
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; cityscapes; 93,4500; 57,9100; 68,0000
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_rain; 83,2800; 33,9100; 43,1300
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_snow; 76,4100; 29,4500; 39,2700
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,8; acdc_fog; 84,4200; 38,8900; 49,8600
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_night; 57,1400; 19,7400; 31,7300
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; dark_zurich; 54,4400; 18,9900; 33,2500
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; cityscapes; 94,7500; 63,2000; 73,9500
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_rain; 85,5200; 38,2300; 51,1500
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_snow; 81,4900; 35,3600; 48,5600
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,5; acdc_fog; 87,2600; 47,6100; 58,8400
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_night; 48,1400; 14,9900; 24,1800
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; dark_zurich; 44,1300; 13,9300; 24,4200
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; cityscapes; 90,2100; 50,7100; 59,3900
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_rain; 69,1700; 24,6100; 32,5000
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_snow; 52,8600; 18,1200; 26,3500
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,9; acdc_fog; 57,1600; 22,5300; 32,2900
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_night; 57,5600; 21,2900; 32,5000
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; dark_zurich; 55,1300; 20,8000; 35,3600
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; cityscapes; 94,3900; 65,1900; 75,3200
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_rain; 81,4800; 35,7500; 44,6800
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_snow; 70,3400; 27,7300; 37,3100
train_deeplabv3plus_sc_seed_7_depth_5_channel_3_sparse_percent_based_0,7; acdc_fog; 78,9700; 42,4100; 52,7700
