run; test_dataset; aAcc; mIoU; mAcc
train_mask2former_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_night; 57,7900; 24,8400; 39,4200
train_mask2former_sc_seed_25_depth_5_channel_3_sparsity_0,01; dark_zurich; 55,3700; 24,2300; 37,2900
train_mask2former_sc_seed_25_depth_5_channel_3_sparsity_0,01; cityscapes; 95,7500; 75,2100; 86,6700
train_mask2former_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_rain; 88,4400; 45,1500; 62,6000
train_mask2former_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_snow; 82,5700; 46,9800; 61,5300
train_mask2former_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_fog; 91,9200; 64,6200; 79,3600
train_mask2former_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_full; 80,0000; 44,9300; 60,4900
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_night; 60,0500; 29,0600; 42,3500
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,005; dark_zurich; 56,1200; 25,1800; 38,7600
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,005; cityscapes; 95,7800; 75,0300; 85,6600
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_rain; 87,1600; 45,3400; 64,1800
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_snow; 82,4600; 48,2100; 59,3500
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_fog; 89,5400; 61,9300; 78,4300
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_full; 79,6500; 46,2400; 60,5700
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_night; 58,5100; 26,4400; 40,8700
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,01; dark_zurich; 55,0300; 24,3200; 38,7100
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,01; cityscapes; 95,7000; 72,4100; 83,3000
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_rain; 87,3500; 46,9100; 62,4200
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_snow; 81,7200; 49,2200; 60,7100
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_fog; 88,7400; 57,6400; 73,3900
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_full; 78,9200; 45,1100; 58,9900
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0; acdc_night; 62,7700; 26,8900; 43,3100
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0; dark_zurich; 60,2000; 25,9900; 41,1200
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0; cityscapes; 95,7600; 74,4500; 84,7800
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0; acdc_rain; 88,8600; 47,0400; 65,3300
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0; acdc_snow; 85,9000; 50,0900; 64,3900
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0; acdc_fog; 91,3800; 65,0100; 79,7000
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0; acdc_full; 82,0700; 46,3600; 61,1200
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_night; 59,0000; 24,2600; 40,8000
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,02; dark_zurich; 54,7300; 22,2000; 36,7700
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,02; cityscapes; 95,5300; 72,4000; 83,1600
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_rain; 86,2400; 45,0000; 62,4300
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_snow; 77,1800; 43,1600; 56,2300
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_fog; 89,7300; 60,7000; 75,0800
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_full; 77,8900; 42,8000; 57,2800
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0075; acdc_night; 57,2000; 25,7000; 38,3600
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0075; dark_zurich; 54,3900; 24,0700; 38,0500
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0075; cityscapes; 95,8100; 73,9600; 85,1100
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0075; acdc_rain; 88,7500; 47,7300; 65,9100
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0075; acdc_snow; 83,7800; 46,9600; 60,2100
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0075; acdc_fog; 90,5700; 65,9200; 78,7200
train_mask2former_sc_seed_42_depth_5_channel_3_sparsity_0,0075; acdc_full; 79,8900; 45,5300; 59,7000
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,005; acdc_night; 58,4100; 24,3100; 41,4600
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,005; dark_zurich; 56,3400; 25,2100; 40,5800
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,005; cityscapes; 95,6700; 72,3300; 83,0800
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,005; acdc_rain; 87,7100; 44,8400; 63,9600
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,005; acdc_snow; 83,7300; 45,1400; 58,9000
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,005; acdc_fog; 91,6700; 60,4500; 76,4000
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,005; acdc_full; 80,2100; 43,0100; 59,4100
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,01; acdc_night; 60,6200; 27,8500; 44,3700
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,01; dark_zurich; 58,5000; 26,3000; 42,4500
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,01; cityscapes; 95,8000; 74,8800; 85,5100
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,01; acdc_rain; 88,5000; 47,1600; 66,0200
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,01; acdc_snow; 84,6000; 48,0000; 61,0100
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,01; acdc_fog; 92,2100; 63,2200; 77,8500
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,01; acdc_full; 81,3200; 46,2200; 62,3400
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,02; acdc_night; 53,9600; 21,9800; 36,6700
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,02; dark_zurich; 53,0300; 21,9100; 35,6500
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,02; cityscapes; 95,3400; 70,8800; 82,2400
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,02; acdc_rain; 77,6300; 39,8700; 55,4300
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,02; acdc_snow; 76,6700; 40,0700; 52,1300
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,02; acdc_fog; 84,1000; 52,2100; 67,5900
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,02; acdc_full; 72,9400; 38,8500; 52,0300
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0075; acdc_night; 56,6600; 25,3000; 39,8000
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0075; dark_zurich; 54,6200; 24,7000; 37,9300
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0075; cityscapes; 95,7400; 74,2100; 85,0100
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0075; acdc_rain; 86,7700; 45,3600; 63,3300
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0075; acdc_snow; 82,7600; 46,5600; 59,0700
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0075; acdc_fog; 90,5800; 63,9500; 78,0700
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0075; acdc_full; 79,0100; 44,4300; 58,5500
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0; acdc_night; 60,3800; 26,3800; 43,3700
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0; dark_zurich; 57,8100; 24,9600; 40,9000
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0; cityscapes; 95,7200; 74,2900; 85,4100
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0; acdc_rain; 88,5300; 46,5700; 65,0300
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0; acdc_snow; 81,4900; 48,3400; 64,4000
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0; acdc_fog; 90,9900; 66,2100; 78,7800
train_mask2former_sc_seed_7_depth_5_channel_3_sparsity_0,0; acdc_full; 80,1900; 46,1500; 61,5400
