run; test_dataset; aAcc; mIoU; mAcc
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,02; acdc_night; 56,4800; 19,2600; 30,6100
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,02; dark_zurich; 53,6100; 18,1100; 30,3200
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,02; cityscapes; 94,5500; 63,5300; 72,7300
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,02; acdc_rain; 85,1000; 36,9300; 47,9800
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,02; acdc_snow; 76,9400; 30,9900; 43,2000
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,02; acdc_fog; 84,1600; 43,8900; 54,8800
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,02; acdc_full; 75,5200; 32,5000; 42,1200
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_night; 56,0200; 18,4100; 30,7100
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,01; dark_zurich; 52,8800; 17,3500; 30,9100
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,01; cityscapes; 94,9900; 66,6100; 77,5400
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_rain; 80,1600; 38,0900; 54,5000
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_snow; 68,7800; 27,7400; 44,2700
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_fog; 77,5400; 44,4800; 60,0900
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,01; acdc_full; 70,5100; 31,3900; 45,6700
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,0075; acdc_night; 55,0300; 18,2400; 32,6500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,0075; dark_zurich; 51,4100; 17,8900; 32,1200
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,0075; cityscapes; 95,0100; 67,9400; 78,9900
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,0075; acdc_rain; 81,1100; 37,0600; 51,9100
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,0075; acdc_snow; 74,2600; 31,7700; 44,4800
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,0075; acdc_fog; 81,3000; 50,2300; 62,5600
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,0075; acdc_full; 72,7800; 32,9500; 45,7500
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,005; acdc_night; 55,1800; 18,7800; 31,3100
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,005; dark_zurich; 51,6100; 18,0900; 31,6800
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,005; cityscapes; 95,0500; 68,7900; 78,8000
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,005; acdc_rain; 77,0300; 37,6900; 52,0400
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,005; acdc_snow; 64,6000; 30,0100; 44,3000
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,005; acdc_fog; 76,8800; 47,4100; 60,0400
train_deeplabv3plus_sc_seed_25_depth_5_channel_3_sparsity_0,005; acdc_full; 68,3200; 32,8900; 45,2000
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_night; 57,0400; 19,8200; 31,4800
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,01; dark_zurich; 54,5000; 19,6600; 31,4900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,01; cityscapes; 94,9200; 68,3000; 78,5200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_rain; 82,7100; 41,5800; 55,3800
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_snow; 74,6400; 35,7400; 46,1900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_fog; 79,6200; 50,5800; 60,5200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,01; acdc_full; 73,3700; 36,2600; 46,3800
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_night; 54,3500; 20,1300; 32,8200
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,005; dark_zurich; 49,9200; 18,6400; 33,1600
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,005; cityscapes; 95,2700; 70,3000; 79,9100
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_rain; 86,0600; 41,1800; 56,6600
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_snow; 79,1600; 35,8900; 49,1100
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_fog; 87,1800; 54,0300; 67,0700
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,005; acdc_full; 76,5100; 36,7000; 48,8900
train_deeplabv3plus_sc_seed_42_depth_5_channel_3_sparsity_0,02; acdc_night; 54,2100; 18,8100; 30,8200
